timestamp,value
2025-07-30 14:21:16.873535,0.0
2025-07-30 14:21:22.992701,-0.00425
2025-07-30 14:21:26.480243,-0.0065
2025-07-30 14:21:29.055294,-0.00835
2025-07-30 14:21:31.463873,-5e-05
2025-07-30 14:21:35.554281,0.0034
2025-07-30 14:21:38.453142,0.0064
2025-07-30 14:21:41.324114,0.00875
2025-07-30 14:21:44.320605,0.01235
