timestamp,value
2025-07-30 14:26:19.540662,0.98
2025-07-30 14:26:20.682626,0.98
2025-07-30 14:26:21.761323,0.98
2025-07-30 14:26:22.751229,0.98
2025-07-30 14:26:23.904612,0.98
